compound,aurl,log(kappa),spacegroup_relax,agl_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_entropy_300K_atom,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K,agl_bulk_modulus_isothermal_300K
Th6Tl10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Th3Tl5_ICSD_653244,-0.19413772,63,152.963,2.40335,49.2818,47.4158,5.35E-05,0.52792,-79.8715,64.1908,61.7603
C1Ti3Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ti3Tl1_ICSD_163845,1.496477138,221,403.007,1.21312,13.8737,13.7388,2.75E-05,0.280665,0.153591,95.3976,94.4704
Ag1Cu4U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Cu4U1_ICSD_603921,0.12381572,216,209.99,2.30575,18.4836,17.5923,7.24E-05,0.447952,-55.0546,81.5235,77.5924
Hf1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf1N1_ICSD_167859,1.607275907,225,490.034,2.01435,5.35462,5.27749,2.41E-05,0.235603,16.7979,263.019,259.23
Er3In1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er3In1N1_ICSD_98506,0.978875471,221,310.053,1.9572,14.5947,14.2478,4.11E-05,0.346202,-22.32,88.3191,86.2198
Be5Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be5Pd1_ICSD_58729,1.374532061,216,775.001,1.80368,13.4907,13.1715,4.48E-05,0.137789,60.3033,135.847,132.633
Bi1Li3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Li3_ICSD_58797,0.48162892,225,249.103,1.79733,12.6551,11.6355,0.000157639,0.410293,-43.1421,25.6908,23.621
Co4Sb12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Co1Sb3_ICSD_44715,0.415252209,204,310.134,2.32776,47.3277,45.6171,5.31E-05,0.34749,-22.7475,75.6061,72.8733
Ho2In1Ni2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ho2In1Ni2_ICSD_639335,0.610590969,65,245.94,1.97017,14.9578,14.5243,4.99E-05,0.404778,-41.381,80.7571,78.417
Ca1In1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1In1_ICSD_58905,0.573263916,221,218.115,2.0502,6.21298,5.85571,9.71E-05,0.44026,-52.636,31.0103,29.227
Mo3P3Zr3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mo1P1Zr1_ICSD_88150,1.11384646,189,500.993,2.04073,23.9627,23.6134,2.41E-05,0.230521,18.7634,190.915,188.132
Fe1Pd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Fe1Pd3_ICSD_103582,0.783379681,221,349.043,2.50551,11.6369,11.248,4.55E-05,0.317853,-12.7887,147.343,142.418
Au2Er1In1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Er1In1_ICSD_58449,-0.056523292,225,144.91,2.50532,12.4372,11.8695,6.21E-05,0.542409,-84.3197,82.75,78.9725
As4Co4S4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As1Co1S1_ICSD_31189,0.885310323,29,527.891,2.22346,32.0637,31.071,4.77E-05,0.219632,23.0498,115.76,112.176
Pd3Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd3Tl1_ICSD_105729,0.231846631,139,213.942,2.72151,12.293,11.7187,5.85E-05,0.443559,-53.674,116.69,111.239
Cu1Ni2Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1Ni2Sb1_ICSD_53320,0.391938474,225,269.887,2.36621,11.9998,11.5484,5.42E-05,0.38287,-34.3339,136.019,130.903
Pt6Sc4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pt3Sc2Si2_ICSD_247425,0.674461553,55,366.934,2.18715,39.9143,39.0693,3.28E-05,0.304228,-8.11263,158.621,155.263
In2La2Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1La1Pd2_ICSD_249793,0.223467385,194,221.073,2.29674,24.242,23.3906,5.21E-05,0.433287,-50.4374,81.2355,78.3826
Hf4O28V8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hf1O7V2_ICSD_90134,0.510299645,205,515.989,1.9517,105.973,104.124,3.02E-05,0.223892,21.3602,129.617,127.355
Cu2Hf10Sn6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1Hf5Sn3_ICSD_107310,0.439970244,193,268.039,2.03349,53.0686,51.9546,3.48E-05,0.382027,-34.061,113.273,110.895
Mg1S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1S1_ICSD_187171,1.291395493,225,532.953,1.9232,5.32893,5.16274,5.55E-05,0.217276,23.9914,70.1839,67.9951
Cd1Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cd1Zr2_ICSD_620613,0.867935119,139,257.014,1.78474,8.86524,8.68598,3.83E-05,0.392538,-37.4543,83.8024,82.1078
In4S12Sb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/In1S3Sb1_ICSD_300207,0.322490127,62,330.957,2.1378,58.6691,56.615,5.59E-05,0.331209,-17.3098,61.8101,59.646
Cu4S8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu1S2_ICSD_100510,0.341349438,205,369.007,2.17928,34.9856,33.5184,6.60E-05,0.305774,-8.64647,79.424,76.0931
In3Mg3Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Mg1Y1_ICSD_160910,0.634281743,189,313.911,1.95025,26.5426,25.6289,6.01E-05,0.344606,-21.7896,51.0994,49.3404
Ni8P8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ni1P1_ICSD_261827,0.583298548,61,489.186,2.23615,43.5452,42.2871,4.40E-05,0.23706,16.2382,149.805,145.477
B8Nb4Ni4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B2Nb1Ni1_ICSD_614910,1.19180021,62,736.172,1.95018,36.6722,36.1634,2.40E-05,0.147817,55.0541,262.058,258.422
Al6C6Tb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3C3Tb1_ICSD_606267,1.200604292,194,700.91,1.88092,33.0269,32.4551,3.12E-05,0.157616,50.1663,151.866,149.237
O24Y16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Y2_ICSD_41267,0.424852247,206,474.909,1.98251,108.634,106.391,3.53E-05,0.243088,13.94,136.069,133.26
Cu2Li1Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2Li1Si1_ICSD_15128,0.663254154,225,400.865,2.27254,11.6799,11.037,8.43E-05,0.286551,-1.93474,88.3827,83.5184
Fe4P4Ta4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Fe1P1Ta1_ICSD_49729,1.051889233,62,497.926,2.09463,32.0034,31.5287,2.39E-05,0.231747,18.2872,252.081,248.342
Ba1F3Li1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1F3Li1_ICSD_45310,0.591267231,221,380.999,2.16083,14.8877,13.9176,0.00010577,0.29998,-6.63991,61.5609,57.5495
Cd1Na2Pb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Na2Pb1_ICSD_102033,-0.143509765,216,145.061,2.14857,13.2898,11.8813,0.000177036,0.554719,-88.0902,20.6944,18.5012
Ge1P1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge1P1_ICSD_17032,1.128366954,107,422.059,2.19535,5.67524,5.4611,5.91E-05,0.272349,3.1339,78.5701,75.6056
Eu1Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu1Se1_ICSD_183949,0.862949087,225,225.069,1.90714,6.06838,5.84155,6.67E-05,0.428241,-48.8429,39.1606,37.6968
C8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1_ICSD_182760,2.161397953,12,1997.58,1.77218,4.9866,4.96999,6.36E-06,0.0201898,194.787,386.83,385.542
Al2Ni1Zr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2Ni1Zr6_ICSD_160911,0.868051654,189,353.037,1.69841,25.6463,25.245,3.10E-05,0.313224,-11.2076,105.016,103.372
Hg2In4S8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1In2S4_ICSD_56081,-0.027190129,227,231.009,2.27165,42.6777,40.8423,6.46E-05,0.422751,-47.104,61.6854,59.0327
Er4Ga12Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Er4Ga12Pd1_ICSD_630569,0.378090697,229,309.114,2.17157,50.5735,48.5054,6.45E-05,0.349379,-23.3735,73.0948,70.1057
As4Cd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As2Cd3_ICSD_56167,-0.267119942,224,166.062,2.29957,31.4662,29.5846,8.96E-05,0.511298,-74.7532,41.1916,38.7285
Cl4Na4O12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1O3_ICSD_80341,0.394483201,198,544.799,2.1611,53.8856,51.354,7.54E-05,0.213296,25.5947,69.9423,66.6564
H14Th2Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/H7Th1Zr2_ICSD_56180,0.210013363,227,349.901,1.84737,58.3621,56.2486,6.70E-05,0.318152,-12.8904,104.787,100.993
Co2Mn1Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Mn1Sn1_ICSD_102531,0.616004729,225,310.026,2.30047,12.4442,11.4251,0.000114509,0.352019,-24.247,56.9568,52.2922
Be26Mg2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Mg1_ICSD_58713,1.127208498,226,1107.88,1.57862,46.5291,45.6979,3.87E-05,0.0768249,101.356,97.9561,96.2062
Pt6Th14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pt3Th7_ICSD_150671,-0.089155303,186,153.04,2.04263,60.3661,59.2441,3.07E-05,0.523462,-78.5006,89.8376,88.1678
Ag2Ge2La2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Ge1La1_ICSD_56985,0.529612556,186,261.079,2.21964,18.0556,17.3661,5.87E-05,0.391356,-37.0735,63.1418,60.7308
O12Sr4Tb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O3Sr1Tb1_ICSD_86734,0.220421922,62,314.079,1.95976,58.6207,56.9224,5.06E-05,0.343326,-21.3638,95.5051,92.7381
Au2In1Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Tb1_ICSD_58508,0.070532865,225,159.023,2.48157,12.4048,11.844,6.20E-05,0.519397,-77.2494,80.1165,76.4942
Ru3Si3Zr3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ru1Si1Zr1_ICSD_16306,1.03721129,189,468.076,2.02064,24.3778,24.01,2.52E-05,0.246068,12.8139,185.99,183.184
Er1Pt3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Pt3_ICSD_103289,0.67424737,221,245.016,2.42321,11.916,11.6197,3.47E-05,0.404863,-41.4081,168.297,164.112
Hg3Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg3Zr1_ICSD_104376,-0.244575673,221,129.958,2.68336,12.572,11.8961,6.87E-05,0.571906,-93.3426,76.9941,72.855
Ru4Si4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ru1Si1Y1_ICSD_88063,0.580728872,62,340.929,1.9627,34.4565,33.8188,3.18E-05,0.322145,-14.248,135.474,132.967
Bi6Sr8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Bi3Sr4_ICSD_96944,-0.141790752,220,149.052,1.94463,43.4496,41.5194,7.79E-05,0.535884,-82.3179,27.9982,26.7545
Au2Ba2Sb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Ba1Sb1_ICSD_280954,0.289934378,194,189.979,2.26163,18.5372,17.6669,7.12E-05,0.473947,-63.181,42.0436,40.0698
Si2Sr2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si1Sr1Zn1_ICSD_86388,0.727185706,194,343.979,2.02403,17.675,16.9184,7.23E-05,0.3232,-14.6057,46.762,44.7605
Er1Pd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Pd3_ICSD_103280,0.685997763,221,279.96,2.3585,11.8936,11.5103,4.65E-05,0.372512,-30.9705,120.52,116.636
Ho1In3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1In3_ICSD_104411,0.420074627,221,191.064,1.99218,12.2475,11.7724,6.58E-05,0.470774,-62.1925,51.8569,49.8452
Bi4Ni4Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Ni1Se1_ICSD_616878,0.214528605,198,239.918,2.24782,36.3132,34.9211,5.83E-05,0.412016,-43.6913,78.5359,75.5251
Pt2Sb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pt1Sb1_ICSD_16969,0.214703474,194,176.022,2.38516,12.141,11.8026,3.96E-05,0.489098,-67.8885,118.992,115.675
Au1Mn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Mn1_ICSD_109348,0.422760504,221,201.084,2.49667,6.19847,5.87656,7.16E-05,0.460323,-58.9305,83.1894,78.8691
As4Pd8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As1Pd2_ICSD_26279,0.01277819,36,245.994,2.54327,36.2143,34.8717,4.97E-05,0.406279,-41.8609,134.644,129.653
O24Sc16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/O3Sc2_ICSD_24200,0.627031813,206,655.959,1.9357,97.4508,95.679,3.18E-05,0.171459,43.6049,159.052,156.16
Fe8Ta4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe2Ta1_ICSD_633781,0.404296501,194,283.047,2.03591,35.2826,34.4893,3.77E-05,0.36894,-29.8054,144.28,141.036
Cu3Nb1Se4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu3Nb1Se4_ICSD_628478,0.598353805,215,321.861,2.13644,23.5237,22.7157,5.49E-05,0.337939,-19.5667,65.511,63.261
Al8Zr12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al2Zr3_ICSD_58231,0.669777899,136,388.076,1.77673,56.2914,55.3306,3.24E-05,0.290427,-3.30092,103.204,101.443
Ag2Ga2O4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Ga1O2_ICSD_95665,0.367501283,194,338.858,2.24994,23.4502,22.5882,5.58E-05,0.325896,-15.5183,129.598,124.834
I1K1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1K1_ICSD_61555,-0.258164788,221,118.134,2.31004,7.21325,5.96453,0.000278855,0.621158,-108.332,10.1675,8.40736
Bi1Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi1Th1_ICSD_58860,0.620834322,221,163.047,2.14258,6.0664,5.91522,3.94E-05,0.508674,-73.9437,70.4252,68.6702
Bi8Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Bi2Pt1_ICSD_42567,-0.167836105,205,149.008,2.36046,36.8338,35.5824,4.89E-05,0.534106,-81.772,77.2622,74.6373
N2Ru2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ru1_ICSD_185562,1.174829975,194,542.083,2.28727,10.4762,10.2658,2.95E-05,0.212937,25.7402,274.878,269.356
Mg4Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg2Si1_ICSD_167512,0.187774455,194,309.166,2.00371,18.0047,17.1253,8.39E-05,0.350211,-23.649,52.0533,49.5106
As1Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Sn1_ICSD_44063,0.769811404,225,259.05,2.2893,6.05368,5.79214,6.47E-05,0.393449,-37.7472,58.552,56.0223
Ca2Hg6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Hg3_ICSD_619356,-0.62258446,194,116.996,2.76718,27.5078,23.8524,0.000172161,0.616096,-106.796,30.415,26.3733
O3Sr1Tc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Sr1Tc1_ICSD_109076,1.282728578,221,540.984,1.80235,13.0536,12.8343,3.14E-05,0.213055,25.6923,155.055,152.45
As4Ho2Ni8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As2Ho1Ni4_ICSD_610673,0.210962927,136,339.063,2.74561,41.9219,39.571,7.02E-05,0.328058,-16.2483,115.549,109.069
B2N2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_162870,1.913545248,194,1262.22,1.67137,5.66684,5.62379,1.53E-05,0.060231,117.824,198.635,197.126
Br6Cs2Sn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6Cs2Sn1_ICSD_158957,-0.35683662,225,152.129,2.43765,29.9137,26.7079,0.000154647,0.543088,-84.5277,18.5068,16.5234
Au2Ho2Sn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Ho1Sn1_ICSD_612005,0.300788895,194,200.951,2.36697,18.3184,17.6222,5.46E-05,0.457753,-58.1266,76.2779,73.3789
Mn3P3Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mn1P1Rh1_ICSD_643230,0.551821917,189,372.031,2.25666,25.9039,25.0881,4.70E-05,0.30237,-7.46927,132.778,128.596
Ho3Rh3Sn3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho1Rh1Sn1_ICSD_411821,0.399547394,189,242.069,2.15844,26.8541,26.1641,4.03E-05,0.407851,-42.3628,103.623,100.96
As1Er1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Er1_ICSD_167762,1.17137244,225,282.079,1.85146,5.87928,5.74874,4.06E-05,0.369203,-29.8915,76.5383,74.8389
As8Hf12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Hf3_ICSD_610637,0.506720097,62,292.993,1.99648,58.3461,57.2844,3.07E-05,0.359283,-26.6416,132.973,130.553
Li1Pb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Li1Pb1_ICSD_104762,-0.046765257,221,127.058,2.09819,6.51301,5.95351,0.000143531,0.586196,-97.7007,28.7569,26.2865
B8Ir6Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B4Ir3Zr1_ICSD_614583,0.837955035,176,448.073,2.02816,43.7363,43.0916,2.45E-05,0.256047,9.08733,282.777,278.609
Au2O4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1O2Y1_ICSD_95675,0.255045648,194,253.07,2.14774,23.9149,23.1978,4.74E-05,0.398027,-39.2183,109.392,106.112
Er1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1Te1_ICSD_43646,0.536804557,225,169.025,2.00838,6.08034,5.90969,4.71E-05,0.500535,-71.4295,63.0221,61.2533
B1C2Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B1C2Sc2_ICSD_88804,1.356761812,139,702.054,1.76854,11.7672,11.5871,2.93E-05,0.157475,50.2351,156.455,154.06
Rh8Sn26Th6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh4Sn13Th3_ICSD_102356,-0.125512384,223,237.04,2.39939,120.618,116.497,4.84E-05,0.415378,-44.7621,84.0848,81.2116
Ba2Zn26,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Zn13_ICSD_616172,0.069864114,226,326.151,2.38731,86.3691,79.5952,0.000114857,0.340517,-20.4277,52.8054,48.6639
Ca4Cd8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Cd2_ICSD_420577,-0.034869354,194,216.078,2.32469,38.0458,35.1698,0.000112877,0.445646,-54.3301,34.7166,32.0923
C2Fe12W12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Fe6W6_ICSD_165458,0.513001731,227,338.97,1.92922,74.3927,73.3122,2.54E-05,0.323173,-14.5965,215.595,212.464
Dy2O8V2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Dy1O4V1_ICSD_247716,0.798830816,88,491.921,1.97758,32.2646,31.6371,3.33E-05,0.234805,17.1051,179.347,175.859
O8Pd4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O4Pd2Y1_ICSD_78846,0.557575769,88,445.854,2.25132,38.8393,37.7838,4.11E-05,0.258367,8.23063,170.138,165.514
Cr4La4Se12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cr1La1Se3_ICSD_626229,0.27956657,62,289.9,2.07417,59.2943,57.3877,5.26E-05,0.364234,-28.2663,68.2171,66.0236
C2Dy1Ni1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/C2Dy1Ni1_ICSD_617610,1.325234389,38,521.935,1.9589,10.5802,10.3782,3.30E-05,0.221242,22.4093,177.032,173.651
I1Rb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1Rb1_ICSD_44619,-0.262923503,221,108.157,2.3365,7.26713,5.97098,0.000287291,0.647119,-116.205,9.04706,7.43343
As8Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As2Zr1_ICSD_20292,0.663550168,71,320.954,2.23801,17.6096,17.0397,4.92E-05,0.338319,-19.6936,76.9191,74.4298
Hf6Sb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Hf1Sb1_ICSD_107591,0.638208622,63,278.937,2.03072,35.2565,34.5242,3.45E-05,0.371921,-30.7779,102.749,100.615
Fe6N2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe3N1_ICSD_24650,0.418221719,20,394.084,2.45498,23.105,22.1282,6.32E-05,0.290152,-3.20419,116.002,111.098
Ga1Ru1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga1Ru1_ICSD_103950,1.18100562,221,401.879,2.33714,5.63604,5.50303,3.42E-05,0.282557,-0.519381,192.868,188.316
Te2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Te1_ICSD_52499,0.10958867,221,114.946,2.19456,3.09918,2.97921,6.00E-05,0.600595,-102.084,47.8918,46.0378
Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Si1_ICSD_182732,1.214419939,194,609.181,2.06339,10.1215,9.86771,4.14E-05,0.187499,36.4182,84.2466,82.1338
Te1Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Te1Th1_ICSD_106140,1.025760407,221,241.94,2.17215,5.954,5.8142,3.66E-05,0.407822,-42.3536,80.4338,78.5452
Cd1Er1Ni4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Er1Ni4_ICSD_185114,0.494558078,216,308.001,2.41087,17.9444,17.1273,6.46E-05,0.350513,-23.749,107.291,102.406
Al1C1Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Y3_ICSD_43869,1.224009626,221,425.051,1.69509,13.8683,13.615,3.62E-05,0.268872,4.39071,76.1595,74.7687
P12Rh4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/P3Rh1_ICSD_647995,0.830806082,204,552.076,2.20434,41.7683,40.8295,3.46E-05,0.208842,27.4083,138.511,135.398
N1Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Ta1_ICSD_167901,1.805548431,187,573.072,2.02391,5.09799,5.03727,1.98E-05,0.200026,31.0626,319.837,316.028
Mo1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo1N1_ICSD_159438,0.966348267,216,327.988,1.80192,5.7474,5.66196,2.79E-05,0.331383,-17.3682,189.235,186.421
Al36Mg6Mo4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al18Mg3Mo2_ICSD_608418,0.336189467,227,510.916,2.02393,123.909,120.152,5.11E-05,0.226708,20.2524,84.4633,81.9025
N2Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Y1_ICSD_161078,1.019859565,194,413.908,1.91666,11.1608,10.9484,3.35E-05,0.275452,2.01785,125.549,123.16
In3Pt3Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Pt1Y1_ICSD_415509,0.223957766,189,209.019,2.16522,27.115,26.3786,4.24E-05,0.445903,-54.4108,96.9088,94.277
O3Sn1Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Sn1Sr1_ICSD_181089,0.938807825,221,485.145,2.34861,13.7134,13.2471,4.94E-05,0.239343,15.3647,123.381,119.185
Ba2Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Pd2_ICSD_58671,0.39635978,227,247.967,2.44676,18.3987,17.4366,7.37E-05,0.406444,-41.9135,62.7307,59.4503
Li4Na4Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Li1Na1Te1_ICSD_67274,-0.015322847,62,228.88,1.9302,38.1771,35.0715,0.000148049,0.431274,-49.8017,22.8074,20.9521
Ag8Ba4Te8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2Ba1Te2_ICSD_246048,-0.436951051,62,153.968,2.2743,63.0544,59.2878,9.06E-05,0.531146,-80.8628,34.6205,32.5524
In2Pt4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Pt2Y1_ICSD_59505,0.282567738,194,213.973,2.2686,24.0639,23.4228,3.97E-05,0.440248,-52.6323,116.497,113.393
Ba10Sb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba5Sb4_ICSD_280022,-0.153655464,64,160.958,1.99626,55.6075,53.2735,7.19E-05,0.515002,-75.8954,28.0098,26.8341
As1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1_ICSD_162842,0.878034377,221,264.919,2.2444,3.01188,2.89137,5.96E-05,0.387786,-35.9226,78.0047,74.8834
Au1Cd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cd1_ICSD_151399,-0.218223091,221,122.017,2.75426,6.38546,5.95564,8.40E-05,0.592247,-99.5435,75.0495,69.9977
Ga3Hf1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga3Hf1_ICSD_103728,0.941510439,139,347.093,2.18228,11.6521,11.2566,5.29E-05,0.319315,-13.2866,95.4548,92.2145
As4Na12Se12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Na3Se3_ICSD_50491,-0.185956944,198,245.86,2.01209,86.7387,81.4501,0.000104746,0.410373,-43.1678,31.5296,29.6072
